Region, Date, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%),Area,Year,Month
Andhra Pradesh,5/31/2019,3.65,11999139,43.24,Rural,2019,5
Andhra Pradesh,6/30/2019,3.05,11755881,42.05,Rural,2019,6
Andhra Pradesh,7/31/2019,3.75,12086707,43.5,Rural,2019,7
Andhra Pradesh,8/31/2019,3.32,12285693,43.97,Rural,2019,8
Andhra Pradesh,9/30/2019,5.17,12256762,44.68,Rural,2019,9
Andhra Pradesh,10/31/2019,3.52,12017412,43.01,Rural,2019,10
Andhra Pradesh,11/30/2019,4.12,11397681,41,Rural,2019,11
Andhra Pradesh,12/31/2019,4.38,12528395,45.14,Rural,2019,12
Andhra Pradesh,1/31/2020,4.84,12016676,43.46,Rural,2020,1
Andhra Pradesh,2/29/2020,5.91,11723617,42.83,Rural,2020,2
Andhra Pradesh,3/31/2020,4.06,11359660,40.66,Rural,2020,3
Andhra Pradesh,4/30/2020,16.29,8792827,36.03,Rural,2020,4
Andhra Pradesh,5/31/2020,14.46,9526902,38.16,Rural,2020,5
Andhra Pradesh,6/30/2020,0.85,15572975,53.76,Rural,2020,6
Assam,5/31/2019,4.29,11749334,57.39,Rural,2019,5
Assam,6/30/2019,5.08,8923222,43.87,Rural,2019,6
Assam,7/31/2019,4.26,9911534,48.21,Rural,2019,7
Assam,8/31/2019,5.79,9292039,45.83,Rural,2019,8
Assam,9/30/2019,4.46,11468349,55.67,Rural,2019,9
Assam,10/31/2019,4.65,8395906,40.76,Rural,2019,10
Assam,11/30/2019,4.66,9625362,46.64,Rural,2019,11
Assam,1/31/2020,4.29,11420996,54.9,Rural,2020,1
Assam,2/29/2020,3.26,8462814,40.17,Rural,2020,2
Assam,3/31/2020,3.77,9878742,47.05,Rural,2020,3
Assam,5/31/2020,9.38,9926176,50,Rural,2020,5
Assam,6/30/2020,0,7544937,34.38,Rural,2020,6
Bihar,5/31/2019,9.27,24322330,39.75,Rural,2019,5
Bihar,6/30/2019,10.2,24097712,39.71,Rural,2019,6
Bihar,7/31/2019,13.44,23248875,39.66,Rural,2019,7
Bihar,8/31/2019,11,22260203,36.85,Rural,2019,8
Bihar,9/30/2019,8.87,23905700,38.57,Rural,2019,9
Bihar,10/31/2019,12.47,24053140,40.31,Rural,2019,10
Bihar,11/30/2019,12.4,22445989,37.51,Rural,2019,11
Bihar,12/31/2019,10.16,22914530,37.25,Rural,2019,12
Bihar,1/31/2020,9.13,23409006,37.54,Rural,2020,1
Bihar,2/29/2020,9.61,23168192,37.28,Rural,2020,2
Bihar,3/31/2020,15.39,22667882,38.88,Rural,2020,3
Bihar,4/30/2020,45.09,14645275,38.63,Rural,2020,4
Bihar,5/31/2020,47.26,14050319,38.5,Rural,2020,5
Bihar,6/30/2020,20.49,20622566,37.4,Rural,2020,6
Chhattisgarh,5/31/2019,9.82,6259019,42.89,Rural,2019,5
Chhattisgarh,6/30/2019,6.76,6608626,43.71,Rural,2019,6
Chhattisgarh,7/31/2019,4.54,6753622,43.53,Rural,2019,7
Chhattisgarh,8/31/2019,4.64,6607694,42.55,Rural,2019,8
Chhattisgarh,9/30/2019,8.33,6490776,43.38,Rural,2019,9
Chhattisgarh,10/31/2019,6.96,7043840,46.28,Rural,2019,10
Chhattisgarh,11/30/2019,2.77,6942931,43.56,Rural,2019,11
Chhattisgarh,12/31/2019,6.11,6569385,42.59,Rural,2019,12
Chhattisgarh,1/31/2020,9.89,6236201,42.03,Rural,2020,1
Chhattisgarh,2/29/2020,7.89,6847173,45.05,Rural,2020,2
Chhattisgarh,3/31/2020,7.31,6894808,44.98,Rural,2020,3
Chhattisgarh,4/30/2020,0,6534321,39.43,Rural,2020,4
Chhattisgarh,5/31/2020,7.64,5454091,35.56,Rural,2020,5
Chhattisgarh,6/30/2020,10.14,5781095,38.66,Rural,2020,6
Delhi,5/31/2019,12.56,169487,42.33,Rural,2019,5
Delhi,6/30/2019,9.33,149076,35.74,Rural,2019,6
Delhi,7/31/2019,11.07,166605,40.53,Rural,2019,7
Delhi,8/31/2019,17.18,135407,35.21,Rural,2019,8
Delhi,9/30/2019,12.5,166056,40.68,Rural,2019,9
Delhi,10/31/2019,15.84,149511,37.9,Rural,2019,10
Delhi,11/30/2019,11.11,178768,42.71,Rural,2019,11
Delhi,12/31/2019,16.97,145671,37.08,Rural,2019,12
Delhi,1/31/2020,13.48,157791,38.36,Rural,2020,1
Delhi,2/29/2020,13.81,147500,35.84,Rural,2020,2
Delhi,3/31/2020,15.18,152413,37.45,Rural,2020,3
Delhi,4/30/2020,20.69,115487,30.21,Rural,2020,4
Delhi,5/31/2020,22.76,129610,34.65,Rural,2020,5
Delhi,6/30/2020,21.14,112108,29.22,Rural,2020,6
Goa,5/31/2019,2.91,179340,39.16,Rural,2019,5
Goa,6/30/2019,5.45,170471,38.19,Rural,2019,6
Goa,7/31/2019,10.98,167437,39.81,Rural,2019,7
Goa,8/31/2019,1.98,183603,39.61,Rural,2019,8
Goa,9/30/2019,3.61,163215,35.78,Rural,2019,9
Goa,10/31/2019,7.21,177440,40.36,Rural,2019,10
Goa,11/30/2019,23.71,159489,44.09,Rural,2019,11
Goa,12/31/2019,3.54,177155,38.7,Rural,2019,12
Goa,1/31/2020,5.38,158936,35.36,Rural,2020,1
Goa,2/29/2020,0,171672,36.11,Rural,2020,2
Goa,4/30/2020,15.91,181657,45.36,Rural,2020,4
Goa,5/31/2020,20,128538,33.71,Rural,2020,5
Gujarat,5/31/2019,2.88,13954728,52.03,Rural,2019,5
Gujarat,6/30/2019,4.77,13199281,50.12,Rural,2019,6
Gujarat,7/31/2019,4.58,14327083,54.21,Rural,2019,7
Gujarat,8/31/2019,3.7,13507342,50.57,Rural,2019,8
Gujarat,9/30/2019,6.29,13280783,51.01,Rural,2019,9
Gujarat,10/31/2019,4.91,13828512,52.27,Rural,2019,10
Gujarat,11/30/2019,4.68,14487815,54.55,Rural,2019,11
Gujarat,12/31/2019,3.46,13877825,51.51,Rural,2019,12
Gujarat,1/31/2020,5.35,14301844,54.07,Rural,2020,1
Gujarat,2/29/2020,6.64,13973042,53.48,Rural,2020,2
Gujarat,3/31/2020,7.59,13483615,52.06,Rural,2020,3
Gujarat,4/30/2020,12,8587594,34.77,Rural,2020,4
Gujarat,5/31/2020,14.58,11121124,46.31,Rural,2020,5
Gujarat,6/30/2020,1.41,13243922,47.72,Rural,2020,6
Haryana,5/31/2019,14.54,5249186,45.12,Rural,2019,5
Haryana,6/30/2019,23.08,4745178,45.23,Rural,2019,6
Haryana,7/31/2019,16.22,4826560,42.17,Rural,2019,7
Haryana,8/31/2019,30.94,4558306,48.23,Rural,2019,8
Haryana,9/30/2019,16.36,5127956,44.72,Rural,2019,9
Haryana,10/31/2019,24.17,4798833,46.07,Rural,2019,10
Haryana,11/30/2019,16.59,4875763,42.48,Rural,2019,11
Haryana,12/31/2019,29.56,4603484,47.4,Rural,2019,12
Haryana,1/31/2020,16.21,5062293,43.74,Rural,2020,1
Haryana,2/29/2020,27.19,4570108,45.37,Rural,2020,2
Haryana,3/31/2020,23.92,4366148,41.4,Rural,2020,3
Haryana,4/30/2020,41.61,4041050,49.85,Rural,2020,4
Haryana,5/31/2020,34.22,3914193,42.78,Rural,2020,5
Haryana,6/30/2020,35.57,4357835,48.53,Rural,2020,6
Himachal Pradesh,5/31/2019,13.68,2045760,44.23,Rural,2019,5
Himachal Pradesh,6/30/2019,11.43,1957081,41.18,Rural,2019,6
Himachal Pradesh,7/31/2019,20.59,1916824,44.91,Rural,2019,7
Himachal Pradesh,8/31/2019,18.56,1969248,44.91,Rural,2019,8
Himachal Pradesh,9/30/2019,15.98,2039804,45.02,Rural,2019,9
Himachal Pradesh,10/31/2019,15.81,1946957,42.81,Rural,2019,10
Himachal Pradesh,11/30/2019,22.86,2024409,48.5,Rural,2019,11
Himachal Pradesh,12/31/2019,19.46,1922821,44.05,Rural,2019,12
Himachal Pradesh,1/31/2020,16.67,2041035,45.11,Rural,2020,1
Himachal Pradesh,2/29/2020,15.42,1952464,42.45,Rural,2020,2
Himachal Pradesh,3/31/2020,17.71,1800426,40.17,Rural,2020,3
Himachal Pradesh,4/30/2020,2.13,984171,18.43,Rural,2020,4
Himachal Pradesh,5/31/2020,25.64,1732050,42.62,Rural,2020,5
Himachal Pradesh,6/30/2020,1.12,2230075,41.2,Rural,2020,6
Jammu & Kashmir,5/31/2019,12.78,2495186,40.57,Rural,2019,5
Jammu & Kashmir,6/30/2019,12.09,2423742,39.02,Rural,2019,6
Jammu & Kashmir,7/31/2019,13.67,2549316,41.71,Rural,2019,7
Jammu & Kashmir,8/31/2019,11.32,2778624,44.17,Rural,2019,8
Jammu & Kashmir,10/31/2019,19.27,2477621,43.08,Rural,2019,10
Jammu & Kashmir,11/30/2019,14.73,2415724,39.69,Rural,2019,11
Jammu & Kashmir,1/31/2020,22.19,2373488,42.56,Rural,2020,1
Jammu & Kashmir,2/29/2020,21.23,2163397,38.25,Rural,2020,2
Jammu & Kashmir,3/31/2020,16,2361004,39.06,Rural,2020,3
Jammu & Kashmir,5/31/2020,2.22,2716966,38.46,Rural,2020,5
Jammu & Kashmir,6/30/2020,18.97,2049617,34.94,Rural,2020,6
Jharkhand,5/31/2019,7.11,7035766,39.04,Rural,2019,5
Jharkhand,6/30/2019,8.46,7319782,41.12,Rural,2019,6
Jharkhand,7/31/2019,9.98,6958404,39.66,Rural,2019,7
Jharkhand,8/31/2019,12.06,7015356,40.83,Rural,2019,8
Jharkhand,9/30/2019,7.12,7500122,41.24,Rural,2019,9
Jharkhand,10/31/2019,6.57,7761243,42.33,Rural,2019,10
Jharkhand,11/30/2019,8.07,7279628,40.26,Rural,2019,11
Jharkhand,12/31/2019,15.15,6873437,41.09,Rural,2019,12
Jharkhand,1/31/2020,6.16,7868736,42.43,Rural,2020,1
Jharkhand,2/29/2020,9.06,7932402,44.05,Rural,2020,2
Jharkhand,3/31/2020,5.01,7157454,37.96,Rural,2020,3
Jharkhand,4/30/2020,41.72,4280434,36.92,Rural,2020,4
Jharkhand,5/31/2020,55.1,3315038,37.03,Rural,2020,5
Jharkhand,6/30/2020,21.53,6375114,40.65,Rural,2020,6
Karnataka,5/31/2019,5.46,13911440,46.36,Rural,2019,5
Karnataka,6/30/2019,5.98,12888490,43.12,Rural,2019,6
Karnataka,7/31/2019,0.52,12169808,38.42,Rural,2019,7
Karnataka,8/31/2019,0.37,12686470,39.93,Rural,2019,8
Karnataka,9/30/2019,3.2,13741892,44.45,Rural,2019,9
Karnataka,10/31/2019,7.13,12803527,43.1,Rural,2019,10
Karnataka,11/30/2019,1.19,11537217,36.45,Rural,2019,11
Karnataka,12/31/2019,0.41,12756132,39.92,Rural,2019,12
Karnataka,1/31/2020,2.57,13938874,44.52,Rural,2020,1
Karnataka,2/29/2020,4.11,12753657,41.33,Rural,2020,2
Karnataka,3/31/2020,2.39,12853818,40.85,Rural,2020,3
Karnataka,4/30/2020,33.17,9330400,43.25,Rural,2020,4
Karnataka,5/31/2020,23.72,10626328,43.09,Rural,2020,5
Karnataka,6/30/2020,10.92,15396213,53.37,Rural,2020,6
Kerala,5/31/2019,6.63,5184355,38.07,Rural,2019,5
Kerala,6/30/2019,9,5605627,42.19,Rural,2019,6
Kerala,7/31/2019,4.95,4855393,34.96,Rural,2019,7
Kerala,8/31/2019,10.32,5233449,39.9,Rural,2019,8
Kerala,9/30/2019,5.35,5400499,38.97,Rural,2019,9
Kerala,10/31/2019,9.14,5328825,40.02,Rural,2019,10
Kerala,11/30/2019,5,4557906,32.71,Rural,2019,11
Kerala,12/31/2019,10.77,5065804,38.67,Rural,2019,12
Kerala,1/31/2020,4.11,5307026,37.66,Rural,2020,1
Kerala,2/29/2020,8.91,5203579,38.84,Rural,2020,2
Kerala,3/31/2020,8.85,4141953,30.87,Rural,2020,3
Kerala,4/30/2020,10.71,1754170,13.33,Rural,2020,4
Kerala,5/31/2020,23.38,3799919,33.62,Rural,2020,5
Kerala,6/30/2020,27.66,3952088,37.01,Rural,2020,6
Madhya Pradesh,5/31/2019,3.63,15349838,37.97,Rural,2019,5
Madhya Pradesh,6/30/2019,4.25,16294794,40.48,Rural,2019,6
Madhya Pradesh,7/31/2019,3.92,16274707,40.2,Rural,2019,7
Madhya Pradesh,8/31/2019,4.94,16559137,41.25,Rural,2019,8
Madhya Pradesh,9/30/2019,3.08,16159315,39.4,Rural,2019,9
Madhya Pradesh,10/31/2019,2.98,17060638,41.46,Rural,2019,10
Madhya Pradesh,11/30/2019,2.72,16306428,39.44,Rural,2019,11
Madhya Pradesh,12/31/2019,2.94,16854647,40.77,Rural,2019,12
Madhya Pradesh,1/31/2020,3.66,16183702,39.35,Rural,2020,1
Madhya Pradesh,2/29/2020,4.42,16178044,39.57,Rural,2020,2
Madhya Pradesh,3/31/2020,1.19,16480441,38.9,Rural,2020,3
Madhya Pradesh,4/30/2020,12.5,14238959,37.88,Rural,2020,4
Madhya Pradesh,5/31/2020,22.46,13099601,39.24,Rural,2020,5
Madhya Pradesh,6/30/2020,6.46,16748971,41.5,Rural,2020,6
Maharashtra,5/31/2019,3.67,23896858,47.11,Rural,2019,5
Maharashtra,6/30/2019,4.34,23056511,45.69,Rural,2019,6
Maharashtra,7/31/2019,3.66,24843750,48.8,Rural,2019,7
Maharashtra,8/31/2019,3.76,26835389,52.67,Rural,2019,8
Maharashtra,9/30/2019,4.4,25219281,49.74,Rural,2019,9
Maharashtra,10/31/2019,3.81,24330249,47.61,Rural,2019,10
Maharashtra,11/30/2019,3.68,24881383,48.53,Rural,2019,11
Maharashtra,12/31/2019,3.03,26357625,50.98,Rural,2019,12
Maharashtra,1/31/2020,3.8,25881398,50.36,Rural,2020,1
Maharashtra,2/29/2020,4.24,25293535,49.36,Rural,2020,2
Maharashtra,3/31/2020,5.38,23130976,45.6,Rural,2020,3
Maharashtra,4/30/2020,25.28,15014802,37.42,Rural,2020,4
Maharashtra,5/31/2020,16.89,18423447,41.21,Rural,2020,5
Maharashtra,6/30/2020,9.4,23601016,48.34,Rural,2020,6
Meghalaya,5/31/2019,3.16,1119011,66.13,Rural,2019,5
Meghalaya,6/30/2019,4.23,1024797,61.09,Rural,2019,6
Meghalaya,7/31/2019,1.03,1158511,66.67,Rural,2019,7
Meghalaya,8/31/2019,0.52,1065725,60.86,Rural,2019,8
Meghalaya,9/30/2019,0.24,1162159,66.02,Rural,2019,9
Meghalaya,10/31/2019,3.7,1080609,63.44,Rural,2019,10
Meghalaya,11/30/2019,1.5,1205703,69.03,Rural,2019,11
Meghalaya,12/31/2019,1.8,1102997,63.18,Rural,2019,12
Meghalaya,1/31/2020,0.97,1229406,69.66,Rural,2020,1
Meghalaya,2/29/2020,2.76,1112864,64.06,Rural,2020,2
Meghalaya,3/31/2020,1.28,1192616,67.46,Rural,2020,3
Meghalaya,4/30/2020,8.38,803118,48.83,Rural,2020,4
Meghalaya,5/31/2020,3.73,992148,57.26,Rural,2020,5
Meghalaya,6/30/2020,1.35,1150200,64.63,Rural,2020,6
Odisha,5/31/2019,4.17,11155753,40.47,Rural,2019,5
Odisha,6/30/2019,4.71,10965154,39.94,Rural,2019,6
Odisha,7/31/2019,3.31,12009883,43.05,Rural,2019,7
Odisha,8/31/2019,3.68,11727659,42.13,Rural,2019,8
Odisha,9/30/2019,4.31,11167715,40.32,Rural,2019,9
Odisha,10/31/2019,4.28,11621534,41.88,Rural,2019,10
Odisha,11/30/2019,4.72,12192623,44.06,Rural,2019,11
Odisha,12/31/2019,4.67,11345069,40.91,Rural,2019,12
Odisha,1/31/2020,1.81,11182128,39.09,Rural,2020,1
Odisha,2/29/2020,3.31,11842655,41.98,Rural,2020,2
Odisha,3/31/2020,15.09,9814156,39.55,Rural,2020,3
Odisha,4/30/2020,24.48,5562449,25.16,Rural,2020,4
Odisha,5/31/2020,9.45,9683719,36.48,Rural,2020,5
Odisha,6/30/2020,4.59,10187145,36.36,Rural,2020,6
Puducherry,5/31/2019,0,172474,43.08,Rural,2019,5
Puducherry,6/30/2019,0,184527,45.95,Rural,2019,6
Puducherry,7/31/2019,0,139227,34.56,Rural,2019,7
Puducherry,8/31/2019,4.85,183930,47.83,Rural,2019,8
Puducherry,9/30/2019,0,175718,43.34,Rural,2019,9
Puducherry,10/31/2019,1.18,180283,44.85,Rural,2019,10
Puducherry,11/30/2019,0,142787,35,Rural,2019,11
Puducherry,12/31/2019,1.99,180808,45.07,Rural,2019,12
Puducherry,1/31/2020,0.58,176252,43.18,Rural,2020,1
Puducherry,2/29/2020,1.74,183619,45.38,Rural,2020,2
Puducherry,3/31/2020,2.31,142176,35.23,Rural,2020,3
Puducherry,4/30/2020,74.51,49420,46.79,Rural,2020,4
Punjab,5/31/2019,9.17,6088547,44.79,Rural,2019,5
Punjab,6/30/2019,12.21,6025235,45.79,Rural,2019,6
Punjab,7/31/2019,9.64,6308129,46.5,Rural,2019,7
Punjab,8/31/2019,6.69,6183427,44.08,Rural,2019,8
Punjab,9/30/2019,8.59,6260971,45.49,Rural,2019,9
Punjab,10/31/2019,12.56,6021921,45.66,Rural,2019,10
Punjab,11/30/2019,7.07,6395022,45.55,Rural,2019,11
Punjab,12/31/2019,6.13,6164215,43.4,Rural,2019,12
Punjab,1/31/2020,9.69,6189471,45.22,Rural,2020,1
Punjab,2/29/2020,10.41,6009820,44.19,Rural,2020,2
Punjab,3/31/2020,10.51,6373692,46.85,Rural,2020,3
Punjab,4/30/2020,3.69,4721590,32.2,Rural,2020,4
Punjab,5/31/2020,40.59,3727366,41.14,Rural,2020,5
Punjab,6/30/2020,20,5364047,43.9,Rural,2020,6
Rajasthan,5/31/2019,4.03,15226005,38.52,Rural,2019,5
Rajasthan,6/30/2019,13.7,14610564,41.02,Rural,2019,6
Rajasthan,7/31/2019,9.7,14859873,39.78,Rural,2019,7
Rajasthan,8/31/2019,12.5,15052051,41.48,Rural,2019,8
Rajasthan,9/30/2019,5.45,15419779,39.24,Rural,2019,9
Rajasthan,10/31/2019,14.66,15178544,42.69,Rural,2019,10
Rajasthan,11/30/2019,10.47,15278556,40.87,Rural,2019,11
Rajasthan,12/31/2019,13.96,15485307,43,Rural,2019,12
Rajasthan,1/31/2020,8,15484353,40.12,Rural,2020,1
Rajasthan,2/29/2020,14.48,15040572,41.83,Rural,2020,2
Rajasthan,3/31/2020,9.47,15059769,39.47,Rural,2020,3
Rajasthan,4/30/2020,12.25,13051219,35.21,Rural,2020,4
Rajasthan,5/31/2020,10.45,15586833,41.11,Rural,2020,5
Rajasthan,6/30/2020,13.86,16076978,43.98,Rural,2020,6
Sikkim,10/31/2019,5.48,146688,44.06,Rural,2019,10
Sikkim,11/30/2019,13.11,162426,53.04,Rural,2019,11
Sikkim,12/31/2019,1,161647,46.3,Rural,2019,12
Sikkim,4/30/2020,0,133399,37.72,Rural,2020,4
Sikkim,6/30/2020,5.81,141313,42.36,Rural,2020,6
Tamil Nadu,5/31/2019,0.97,15844698,49.44,Rural,2019,5
Tamil Nadu,6/30/2019,0.92,16375303,50.99,Rural,2019,6
Tamil Nadu,7/31/2019,6.01,16455928,53.94,Rural,2019,7
Tamil Nadu,8/31/2019,2.91,16463931,52.17,Rural,2019,8
Tamil Nadu,9/30/2019,1.71,14595441,45.62,Rural,2019,9
Tamil Nadu,10/31/2019,1.46,15595647,48.55,Rural,2019,10
Tamil Nadu,11/30/2019,2.46,16223430,50.95,Rural,2019,11
Tamil Nadu,12/31/2019,3.73,15356938,48.8,Rural,2019,12
Tamil Nadu,1/31/2020,1.18,14954646,46.23,Rural,2020,1
Tamil Nadu,2/29/2020,1.17,15828488,48.86,Rural,2020,2
Tamil Nadu,3/31/2020,6.36,15848590,51.56,Rural,2020,3
Tamil Nadu,4/30/2020,53.19,5086200,33.05,Rural,2020,4
Tamil Nadu,5/31/2020,38.73,5768342,28.6,Rural,2020,5
Tamil Nadu,6/30/2020,2.06,10169115,31.49,Rural,2020,6
Telangana,5/31/2019,2.23,11053353,61.74,Rural,2019,5
Telangana,6/30/2019,5.92,10728822,62.19,Rural,2019,6
Telangana,7/31/2019,2.45,11538688,64.4,Rural,2019,7
Telangana,8/31/2019,1.4,10743959,59.23,Rural,2019,8
Telangana,9/30/2019,5.49,12636415,72.57,Rural,2019,9
Telangana,10/31/2019,7.29,11375354,66.49,Rural,2019,10
Telangana,11/30/2019,6.47,11265828,65.17,Rural,2019,11
Telangana,12/31/2019,1.35,11068056,60.61,Rural,2019,12
Telangana,1/31/2020,5.02,12065915,68.51,Rural,2020,1
Telangana,2/29/2020,9.02,11304474,66.92,Rural,2020,2
Telangana,3/31/2020,5.63,12028377,68.53,Rural,2020,3
Telangana,4/30/2020,4.51,8793799,49.44,Rural,2020,4
Telangana,5/31/2020,34.01,7508747,61,Rural,2020,5
Telangana,6/30/2020,19.3,8891181,58.97,Rural,2020,6
Tripura,5/31/2019,29.25,1019549,64.47,Rural,2019,5
Tripura,6/30/2019,26.64,1107013,67.4,Rural,2019,6
Tripura,7/31/2019,22.47,1052597,60.54,Rural,2019,7
Tripura,8/31/2019,25.49,975501,58.29,Rural,2019,8
Tripura,9/30/2019,30.23,1034408,65.9,Rural,2019,9
Tripura,10/31/2019,27.54,1113764,68.21,Rural,2019,10
Tripura,11/30/2019,25.25,1084633,64.29,Rural,2019,11
Tripura,12/31/2019,26.53,1046878,63.02,Rural,2019,12
Tripura,1/31/2020,31.91,1057975,68.61,Rural,2020,1
Tripura,2/29/2020,26.22,1169347,69.88,Rural,2020,2
Tripura,3/31/2020,31.61,1060946,68.28,Rural,2020,3
Tripura,4/30/2020,43.64,675083,52.63,Rural,2020,4
Tripura,5/31/2020,14.71,911789,46.9,Rural,2020,5
Tripura,6/30/2020,18.84,1106978,59.74,Rural,2020,6
Uttar Pradesh,5/31/2019,10.26,43287808,39.96,Rural,2019,5
Uttar Pradesh,6/30/2019,11.13,42276572,39.32,Rural,2019,6
Uttar Pradesh,7/31/2019,9.19,42697000,38.78,Rural,2019,7
Uttar Pradesh,8/31/2019,11.47,43298746,40.24,Rural,2019,8
Uttar Pradesh,9/30/2019,6.45,44198762,38.79,Rural,2019,9
Uttar Pradesh,10/31/2019,10.18,42833265,39.07,Rural,2019,10
Uttar Pradesh,11/30/2019,6.94,43261530,38.01,Rural,2019,11
Uttar Pradesh,12/31/2019,8.43,44640087,39.77,Rural,2019,12
Uttar Pradesh,1/31/2020,6.06,45777509,39.67,Rural,2020,1
Uttar Pradesh,2/29/2020,8.12,44257432,39.13,Rural,2020,2
Uttar Pradesh,3/31/2020,9.37,43086706,38.53,Rural,2020,3
Uttar Pradesh,4/30/2020,19.92,39970677,40.37,Rural,2020,4
Uttar Pradesh,5/31/2020,16.89,38640999,37.52,Rural,2020,5
Uttar Pradesh,6/30/2020,8.51,41908909,36.89,Rural,2020,6
Uttarakhand,5/31/2019,1.63,2108044,37.47,Rural,2019,5
Uttarakhand,6/30/2019,4.65,2021553,37.01,Rural,2019,6
Uttarakhand,7/31/2019,5.74,2000524,36.97,Rural,2019,7
Uttarakhand,8/31/2019,6.11,1911380,35.39,Rural,2019,8
Uttarakhand,9/30/2019,3.47,2157845,38.79,Rural,2019,9
Uttarakhand,10/31/2019,4.83,2027662,36.9,Rural,2019,10
Uttarakhand,11/30/2019,5.56,2007113,36.73,Rural,2019,11
Uttarakhand,12/31/2019,4.52,1947566,35.19,Rural,2019,12
Uttarakhand,1/31/2020,4.17,1986386,35.69,Rural,2020,1
Uttarakhand,2/29/2020,4.85,2057523,37.16,Rural,2020,2
Uttarakhand,4/30/2020,3.66,1972074,35.04,Rural,2020,4
Uttarakhand,5/31/2020,3.57,1915482,33.94,Rural,2020,5
Uttarakhand,6/30/2020,10.71,1675441,32,Rural,2020,6
West Bengal,5/31/2019,6.02,23452875,46.41,Rural,2019,5
West Bengal,6/30/2019,5.85,25543465,50.36,Rural,2019,6
West Bengal,7/31/2019,5.62,24857807,48.78,Rural,2019,7
West Bengal,8/31/2019,5.58,24924827,48.79,Rural,2019,8
West Bengal,9/30/2019,5.26,25610773,49.87,Rural,2019,9
West Bengal,10/31/2019,6.78,24353018,48.09,Rural,2019,10
West Bengal,11/30/2019,5.83,25630359,50,Rural,2019,11
West Bengal,12/31/2019,5.79,24906239,48.47,Rural,2019,12
West Bengal,1/31/2020,6.79,24612171,48.3,Rural,2020,1
West Bengal,2/29/2020,3.78,26093009,49.51,Rural,2020,2
West Bengal,3/31/2020,7.02,25097812,49.18,Rural,2020,3
West Bengal,4/30/2020,18.32,17639370,39.27,Rural,2020,4
West Bengal,5/31/2020,18.43,19115772,42.53,Rural,2020,5
West Bengal,6/30/2020,4.94,21225887,40.44,Rural,2020,6
Andhra Pradesh,5/31/2019,6.09,4788661,37.45,Urban,2019,5
Andhra Pradesh,6/30/2019,3.8,4824630,36.76,Urban,2019,6
Andhra Pradesh,7/31/2019,5.64,4657443,36.1,Urban,2019,7
Andhra Pradesh,8/31/2019,4.61,4743179,36.29,Urban,2019,8
Andhra Pradesh,9/30/2019,6.01,4733996,36.69,Urban,2019,9
Andhra Pradesh,10/31/2019,4.7,4774377,36.41,Urban,2019,10
Andhra Pradesh,11/30/2019,7.54,4668772,36.62,Urban,2019,11
Andhra Pradesh,12/31/2019,7.88,4913963,38.61,Urban,2019,12
Andhra Pradesh,1/31/2020,7.11,4618860,35.91,Urban,2020,1
Andhra Pradesh,2/29/2020,5.66,4822035,36.84,Urban,2020,2
Andhra Pradesh,3/31/2020,9.88,4521537,36.08,Urban,2020,3
Andhra Pradesh,4/30/2020,32.3,2544084,26.97,Urban,2020,4
Andhra Pradesh,5/31/2020,24.91,3428356,32.69,Urban,2020,5
Andhra Pradesh,6/30/2020,5.86,4954389,37.61,Urban,2020,6
Assam,5/31/2019,7.87,1671707,44.92,Urban,2019,5
Assam,6/30/2019,9.89,1647342,45.17,Urban,2019,6
Assam,7/31/2019,3.21,1739838,44.32,Urban,2019,7
Assam,8/31/2019,10.39,1595582,43.81,Urban,2019,8
Assam,9/30/2019,9.26,1576480,42.66,Urban,2019,9
Assam,10/31/2019,11.17,1595176,44.01,Urban,2019,10
Assam,11/30/2019,6.31,1708045,44.59,Urban,2019,11
Assam,12/31/2019,5.02,1722303,44.26,Urban,2019,12
Assam,1/31/2020,7.24,1630908,42.82,Urban,2020,1
Assam,2/29/2020,9.98,1625454,43.9,Urban,2020,2
Assam,3/31/2020,10.34,1664145,45.03,Urban,2020,3
Assam,4/30/2020,8.37,1454956,38.45,Urban,2020,4
Assam,5/31/2020,10.77,1441722,39.04,Urban,2020,5
Assam,6/30/2020,3.42,1551007,38.73,Urban,2020,6
Bihar,5/31/2019,19.9,3029344,39.8,Urban,2019,5
Bihar,6/30/2019,13.29,3248864,39.35,Urban,2019,6
Bihar,7/31/2019,16.41,3059744,38.36,Urban,2019,7
Bihar,8/31/2019,17.66,2994763,38.03,Urban,2019,8
Bihar,9/30/2019,20.46,2992082,39.25,Urban,2019,9
Bihar,10/31/2019,14.06,3173429,38.45,Urban,2019,10
